,Dictionary,term,term preproc,PoS,sense,Dir,Synset,Definition,Examples,Antonyms,Sentence_Check
196,Ability,creative,creative,ADJECTIVE,1,high,creative.a.01,having the ability or power to create,a creative imagination,uncreative.a.01,True
197,Ability,uncreative,uncreative,ADJECTIVE,1,low,uncreative.a.01,not creative,an uncreative imagination,creative.a.01,True
198,Ability,capable,capable,ADJECTIVE,1,high,capable.a.01,(usually followed by `of') having capacity or ability,capable of winning,incapable.a.01,True
199,Ability,capable,capable,ADJECTIVE,5,high,able.s.02,have the skills and qualifications to do things well,able teachers,,False
200,Ability,incapable,incapable,ADJECTIVE,1,low,incapable.a.01,(followed by `of') lacking capacity or ability,incapable of carrying a tune,capable.a.01,True
201,Ability,practical,practical,ADJECTIVE,1,high,practical.a.01,concerned with actual use or practice,he is a very practical person,impractical.a.01,True
202,Ability,impractical,impractical,ADJECTIVE,1,low,impractical.a.01,not practical; not workable or not given to practical matters,refloating the ship proved impractical because of the expense,practical.a.01,True
203,Ability,graceful,graceful,ADJECTIVE,1,high,graceful.a.01,"characterized by beauty of movement, style, form, or execution","she was a tall girl, slender and graceful",awkward.a.02,True
204,Ability,felicitous,felicitou,ADJECTIVE,1,high,felicitous.a.01,exhibiting an agreeably appropriate manner or style,a felicitous speaker,infelicitous.a.01,True
205,Ability,clumsy,clumsy,ADJECTIVE,1,low,gawky.s.01,lacking grace in movement or posture,a gawky lad with long ungainly legs,,False
206,Ability,clumsy,clumsy,ADJECTIVE,2,low,awkward.s.04,not elegant or graceful in expression,an awkward prose style,,False
207,Ability,clumsy,clumsy,ADJECTIVE,4,low,bungling.s.01,showing lack of skill or aptitude,a bungling workman,,False
208,Ability,imaginative,imaginative,ADJECTIVE,1,high,imaginative.s.01,(used of persons or artifacts) marked by independence and creativity in thought or action; ; - Lewis Mumford,an imaginative use of material,,True
209,Ability,unimaginative,unimaginative,ADJECTIVE,1,low,sterile.s.03,deficient in originality or creativity; lacking powers of invention,a sterile ideology lacking in originality,,False
210,Ability,foolish,foolish,ADJECTIVE,1,low,foolish.a.01,devoid of good sense or judgment,foolish remarks,wise.a.01,True
211,Ability,shrewd,shrewd,ADJECTIVE,1,high,astute.s.01,marked by practical hardheaded intelligence,a smart businessman,,False
212,Ability,critical,critical,ADJECTIVE,3,high,critical.a.03,characterized by careful evaluation and judgment,a critical reading,uncritical.a.01,True
213,Ability,naive,naive,ADJECTIVE,1,low,naive.a.01,marked by or showing unaffected simplicity and lack of guile or worldly experience,a teenager's naive ignorance of life,sophisticated.a.01,True
214,Ability,discriminating,discriminating,ADJECTIVE,1,high,discriminating.a.01,showing or indicating careful judgment and discernment especially in matters of taste,the discriminating eye of the connoisseur,undiscriminating.a.01,True
215,Ability,undiscriminating,undiscriminating,ADJECTIVE,1,low,undiscriminating.a.01,not discriminating,junk food is suited only to the undiscriminating palates of the young,discriminating.a.01,True
216,Ability,inventive,inventive,ADJECTIVE,1,high,imaginative.s.01,(used of persons or artifacts) marked by independence and creativity in thought or action; ; - Lewis Mumford,an imaginative use of material,,False
217,Ability,clever,clever,ADJECTIVE,2,high,apt.s.03,mentally quick and resourceful; ; -Bram Stoker,an apt pupil,,False
218,Ability,clever,clever,ADJECTIVE,3,high,clever.s.03,showing inventiveness and skill,a clever gadget,,True
219,Ability,maladroit,maladroit,ADJECTIVE,1,low,maladroit.a.01,not adroit,a maladroit movement of his hand caused the car to swerve,adroit.a.01,True
220,Ability,wise,wise,ADJECTIVE,1,high,wise.a.01,having or prompted by wisdom or discernment,a wise leader,foolish.a.01,True
221,Ability,wise,wise,ADJECTIVE,2,high,judicious.s.01,marked by the exercise of good judgment or common sense in practical matters,judicious use of one's money,,False
222,Ability,unwise,unwise,ADJECTIVE,1,low,unwise.s.01,showing or resulting from lack of judgment or wisdom,an unwise investor is soon impoverished,,True
223,Ability,efficient,efficient,ADJECTIVE,2,high,effective.s.02,able to accomplish a purpose; functioning effectively; -G.B.Shaw,people who will do nothing unless they get something out of it for themselves are often highly effective persons...,,False
224,Ability,effective,effective,ADJECTIVE,2,high,effective.s.02,able to accomplish a purpose; functioning effectively; -G.B.Shaw,people who will do nothing unless they get something out of it for themselves are often highly effective persons...,,True
225,Ability,inefficient,inefficient,ADJECTIVE,2,low,ineffective.s.03,lacking the ability or skill to perform effectively; inadequate,an ineffective administration,,False
226,Ability,ineffective,ineffective,ADJECTIVE,3,low,ineffective.s.03,lacking the ability or skill to perform effectively; inadequate,an ineffective administration,,True
227,Ability,logical,logical,ADJECTIVE,1,high,logical.a.01,capable of or reflecting the capability for correct and valid reasoning,a logical mind,illogical.a.01,True
228,Ability,illogical,illogical,ADJECTIVE,1,low,illogical.a.01,lacking in correct logical relation,an illogical fear of the supernatural,logical.a.01,True
229,Ability,brilliant,brilliant,ADJECTIVE,2,high,brainy.s.01,having or marked by unusual and impressive intelligence,some men dislike brainy women,,False
230,Ability,insightful,insightful,ADJECTIVE,1,high,insightful.s.01,exhibiting insight or clear and deep perception; ; -R.C.Angell,an insightful parent,,True
231,Ability,unperceptive,unperceptive,ADJECTIVE,1,low,unperceptive.a.01,lacking perception,as unperceptive as a boulder,perceptive.a.02,True
232,Ability,unperceptive,unperceptive,ADJECTIVE,2,low,unperceptive.s.02,"lacking sensitivity, taste, or judgment",extraordinarily unperceptive people,,True
233,Ability,inept,inept,ADJECTIVE,2,low,feckless.s.02,generally incompetent and ineffectual,feckless attempts to repair the plumbing,,False
234,Agency,confident,confident,ADJECTIVE,1,high,confident.a.01,having or marked by confidence or assurance,a confident speaker,diffident.a.02,True
235,Agency,diffident,diffident,ADJECTIVE,1,low,diffident.s.01,showing modest reserve,she was diffident when offering a comment on the professor's lecture,,True
236,Agency,assertive,assertive,ADJECTIVE,1,high,assertive.a.01,aggressively self-assured,an energetic assertive boy who was always ready to argue,unassertive.a.01,True
237,Agency,unassertive,unassertive,ADJECTIVE,1,high,unassertive.a.01,inclined to timidity or lack of self-confidence,a shy unassertive person,assertive.a.01,True
238,Agency,secure,secure,ADJECTIVE,1,high,secure.a.01,free from fear or doubt; easy in mind,he was secure that nothing will be held against him,insecure.a.03,True
239,Agency,insecure,insecure,ADJECTIVE,3,low,insecure.a.03,lacking self-confidence or assurance,an insecure person lacking mental stability,secure.a.01,True
240,Agency,lazy,lazy,ADJECTIVE,2,low,faineant.s.01,disinclined to work or exertion,faineant kings under whose rule the country languished,,False
241,Agency,active,active,ADJECTIVE,3,high,active.a.03,disposed to take action or effectuate change,a director who takes an active interest in corporate operations,passive.a.01,True
242,Agency,active,active,ADJECTIVE,5,high,active.a.05,characterized by energetic activity,an active toddler,inactive.a.09,True
243,Agency,inactive,inactive,ADJECTIVE,6,low,passive.a.01,lacking in energy or will; - George Meredith,Much benevolence of the passive order may be traced to a disinclination to inflict pain upon oneself,active.a.03,False
244,Agency,inactive,inactive,ADJECTIVE,8,low,inactive.a.08,not engaged in full-time work,inactive reserve,active.a.14,True
245,Agency,inactive,inactive,ADJECTIVE,9,low,inactive.a.09,not active physically or mentally,illness forced him to live an inactive life,active.a.05,True
246,Agency,determined,determined,ADJECTIVE,1,high,determined.s.01,characterized by great determination,a struggle against a determined enemy,,True
247,Agency,doubtful,doubtful,ADJECTIVE,2,low,doubtful.s.02,fraught with uncertainty or doubt,they were doubtful that the cord would hold,,True
248,Agency,independent,independent,ADJECTIVE,1,high,independent.a.01,free from external control and constraint,an independent mind,dependent.a.01,True
249,Agency,dependent,dependent,ADJECTIVE,1,low,dependent.a.01,"relying on or requiring a person or thing for support, supply, or what is needed",dependent children,independent.a.01,True
250,Agency,persistent,persistent,ADJECTIVE,4,high,dogged.s.01,stubbornly unyielding; ; ; ; - T.S.Eliot,dogged persistence,,False
251,Agency,sporadic,sporadic,ADJECTIVE,1,low,sporadic.a.01,recurring in scattered and irregular or unpredictable instances,a city subjected to sporadic bombing raids,continual.a.01,True
252,Agency,industrious,industriou,ADJECTIVE,1,high,hardworking.s.01,characterized by hard work and perseverance,an industrious people striving to make their country prosperous,,True
253,Agency,industrious,industriou,ADJECTIVE,2,high,energetic.s.02,working hard to promote an enterprise,an industrious people striving to make their country prosperous,,True
254,Agency,unenterprising,unenterprising,ADJECTIVE,1,low,unenterprising.a.01,lacking in enterprise; not bold or venturesome,"they demand their children seek permission for any act, but then turn upon them as unenterprising",enterprising.a.01,True
255,Agency,negligent,negligent,ADJECTIVE,1,low,negligent.a.01,characterized by neglect and undue lack of concern,negligent parents,diligent.a.02,True
256,Agency,energetic,energetic,ADJECTIVE,1,high,energetic.a.01,possessing or exerting or displaying energy,an energetic fund raiser for the college,lethargic.a.01,True
257,Agency,lethargic,lethargic,ADJECTIVE,1,low,lethargic.a.01,deficient in alertness or activity,bullfrogs became lethargic with the first cold nights,energetic.a.01,True
258,Agency,self-confident,selfconfident,ADJECTIVE,1,high,self-assured.s.01,showing poise and confidence in your own worth,hardly more than a boy but firm-knit and self-confident,,True
259,Agency,ambitious,ambitiou,ADJECTIVE,1,high,ambitious.a.01,having a strong desire for success or achievement,a ruthlessly ambitious workaholic,unambitious.a.01,True
260,Agency,unambitious,unambitiou,ADJECTIVE,1,low,unambitious.a.01,having little desire for success or achievement,he was an unambitious man,ambitious.a.01,True
261,Agency,self-reliant,selfreliant,ADJECTIVE,1,high,autonomous.s.03,(of persons) free from external control and constraint in e.g. action and judgment,a self-reliant little girl,,True
262,Agency,dedicated,dedicated,ADJECTIVE,1,high,dedicated.a.01,devoted to a cause or ideal or purpose; ; ; - A.Lincoln,a dedicated dancer,undedicated.a.01,True
263,Agency,undedicated,undedicated,ADJECTIVE,1,low,undedicated.a.01,not dedicated,the playground has been completed but is still undedicated,dedicated.a.01,True
264,Agency,cautious,cautiou,ADJECTIVE,1,low,cautious.a.01,showing careful forethought,reserved and cautious; never making swift decisions,incautious.a.01,False
265,Agency,impulsive,impulsive,ADJECTIVE,2,high,impulsive.s.02,without forethought,letting him borrow her car was an impulsive act that she immediately regretted,,True
266,Agency,impulsive,impulsive,ADJECTIVE,3,high,driving.s.01,having the power of driving or impelling,a driving personal ambition,,False
267,Agency,wavering,wavering,ADJECTIVE,1,low,vacillant.s.01,uncertain in purpose or action,a wavering flame,,True
268,Agency,resolute,resolute,ADJECTIVE,1,high,resolute.a.01,firm in purpose or belief; characterized by firmness and determination,stood resolute against the enemy,irresolute.a.01,True
269,Agency,resolute,resolute,ADJECTIVE,2,high,unhesitating.s.01,characterized by quickness and firmness,his reply was unhesitating,,False
270,Agency,daring,daring,ADJECTIVE,1,high,audacious.s.03,disposed to venture or take risks,audacious visions of the total conquest of space,,False
271,Agency,unadventurous,unadventurou,ADJECTIVE,1,low,unadventurous.a.01,lacking in boldness,he was the unadventurous type,adventurous.a.01,True
272,Agency,conscientious,conscientiou,ADJECTIVE,1,high,conscientious.s.01,characterized by extreme care and great effort,conscientious application to the work at hand,,True
273,Agency,careless,careles,ADJECTIVE,1,low,careless.a.01,marked by lack of attention or consideration or forethought or thoroughness; not careful,careless about her clothes,careful.a.01,True
274,Agency,motivated,motivated,ADJECTIVE,1,high,motivated.a.01,provided with a motive or given incentive for action,a highly motivated child can learn almost anything,unmotivated.a.01,True
275,Agency,unmotivated,unmotivated,ADJECTIVE,1,low,unmotivated.a.01,without motivation,"unmotivated, poorly taught children",motivated.a.01,False
276,Agency,meticulous,meticulou,ADJECTIVE,1,high,meticulous.s.01,marked by precise accordance with details,meticulous research,,True
277,Agency,meticulous,meticulou,ADJECTIVE,2,high,meticulous.s.02,marked by extreme care in treatment of details,a meticulous craftsman,,True
278,Agency,resilient,resilient,ADJECTIVE,1,high,resilient.s.01,"recovering readily from adversity, depression, or the like",babies are generally far more resilient than new parents realize,,True
279,Agency,nonresilient,nonresilient,ADJECTIVE,1,low,nonresilient.s.01,not resilient,,,
280,Agency,spiritless,spiritles,ADJECTIVE,1,low,spiritless.a.01,lacking ardor or vigor or energy,a spiritless reply to criticism,spirited.a.01,True
281,Agency,unwavering,unwavering,ADJECTIVE,1,high,firm.s.01,marked by firm determination or resolution; not shakable,firm convictions,,False
282,Agency,anxious,anxiou,ADJECTIVE,2,low,anxious.s.02,causing or fraught with or showing anxiety,spent an anxious night waiting for the test results,,True
283,Agency,untroubled,untroubled,ADJECTIVE,1,high,untroubled.a.01,not beset by troubles or disturbance or distress,seemed untroubled by doubts of any kind,troubled.a.01,True
284,Agency,autonomous,autonomou,ADJECTIVE,3,high,autonomous.s.03,(of persons) free from external control and constraint in e.g. action and judgment,the federation included sixteen autonomous republics,,True
285,Agency,helpless,helples,ADJECTIVE,1,low,helpless.s.01,lacking in or deprived of strength or power,lying ill and helpless,,True
286,Agency,helpless,helples,ADJECTIVE,2,low,helpless.s.02,unable to function; without help,the cubs are born blind and helpless,,True
287,Agency,dominated,dominated,ADJECTIVE,1,low,dominated.s.01,controlled or ruled by superior authority or power,,,
288,Agency,dominating,dominating,ADJECTIVE,1,high,ascendant.s.02,most powerful or important or influential,the economically ascendant class,,False
289,Agency,dominant,dominant,ADJECTIVE,1,high,dominant.a.01,exercising influence or control,television plays a dominant role in molding public opinion,subordinate.a.01,True
290,Agency,submissive,submissive,ADJECTIVE,1,low,submissive.a.01,inclined or willing to submit to orders or wishes of others or showing such inclination,submissive servants,domineering.a.01,True
291,Agency,submissive,submissive,ADJECTIVE,2,low,slavish.s.02,abjectly submissive; characteristic of a slave or servant; ; - S.H.Adams,slavish devotion to her job ruled her life,,False
292,Agency,meek,meek,ADJECTIVE,2,low,meek.s.02,very docile; ; - Langston Hughes,tame obedience,,False
293,Agency,meek,meek,ADJECTIVE,3,low,meek.s.03,evidencing little spirit or courage; overly submissive or compliant; ; - Orville Prescott,compliant and anxious to suit his opinions of those of others,,False
294,Agency,vulnerable,vulnerable,ADJECTIVE,1,low,vulnerable.a.01,susceptible to attack,a vulnerable bridge,invulnerable.a.01,True
295,Agency,aggressive,aggressive,ADJECTIVE,1,high,aggressive.a.01,having or showing determination and energetic pursuit of your ends,an aggressive businessman,unaggressive.a.01,True
296,Agency,aggressive,aggressive,ADJECTIVE,3,high,aggressive.s.03,characteristic of an enemy or one eager to fight,aggressive acts against another country,,True
297,Agency,docile,docile,ADJECTIVE,1,low,docile.a.01,willing to be taught or led or supervised or directed,the docile masses of an enslaved nation,stubborn.a.01,True
298,Status,poor,poor,ADJECTIVE,2,low,poor.a.02,having little money or few possessions,deplored the gap between rich and poor countries,rich.a.01,True
299,Status,wealthy,wealthy,ADJECTIVE,1,high,affluent.s.01,having an abundant supply of money or possessions of value,an affluent banker,,False
300,Status,rich,rich,ADJECTIVE,1,high,rich.a.01,possessing material wealth,her father is extremely rich,poor.a.02,True
301,Status,powerful,powerful,ADJECTIVE,1,high,powerful.a.01,having great power or force or potency or effect,the most powerful government in western Europe,powerless.a.01,True
302,Status,powerful,powerful,ADJECTIVE,2,high,knock-down.s.01,strong enough to knock down or overwhelm,a knock-down blow,,False
303,Status,powerless,powerles,ADJECTIVE,1,low,powerless.a.01,lacking power,troops were powerless to stop last night's shooting,powerful.a.01,True
304,Status,superior,superior,ADJECTIVE,2,high,superior.a.02,of or characteristic of high rank or importance,a superior ruler,inferior.a.01,True
305,Status,inferior,inferior,ADJECTIVE,1,low,inferior.a.01,of or characteristic of low rank or importance,schooling in inner-city areas was inferior to that in the rest of the country,superior.a.02,True
306,Status,prestigious,prestigiou,ADJECTIVE,1,high,esteemed.s.01,having an illustrious reputation; respected,our esteemed leader,,False
307,Status,prestigious,prestigiou,ADJECTIVE,2,high,prestigious.s.02,exerting influence by reason of high status or prestige,a prestigious professor at a prestigious university,,True
308,Status,influential,influential,ADJECTIVE,1,high,influential.a.01,having or exercising influence or power,an influential newspaper,uninfluential.a.01,True
309,Status,uninfluential,uninfluential,ADJECTIVE,1,low,uninfluential.a.01,not influential,the country became a regular if uninfluential participant,influential.a.01,True
310,Status,successful,successful,ADJECTIVE,1,high,successful.a.01,having succeeded or being marked by a favorable outcome,a successful architect,unsuccessful.a.01,True
311,Status,unsuccessful,unsuccessful,ADJECTIVE,1,low,unsuccessful.a.01,not successful; having failed or having an unfavorable outcome,an unsuccessful attempt to enter Parliament,successful.a.01,True
312,Status,important,important,ADJECTIVE,1,high,important.a.01,of great significance or value,important people,unimportant.a.01,True
313,Status,important,important,ADJECTIVE,4,high,authoritative.s.01,having authority or ascendancy or influence,an important official,,True
314,Status,insignificant,insignificant,ADJECTIVE,2,low,insignificant.s.02,signifying nothing,insignificant sounds,,True
315,Status,insignificant,insignificant,ADJECTIVE,3,low,insignificant.s.03,of little importance or influence or power; of minor status,"a minor, insignificant bureaucrat",,True
316,Status,insignificant,insignificant,ADJECTIVE,4,low,insignificant.a.04,"devoid of importance, meaning, or force",the sum required was insignificant compared with military spending,significant.a.01,True
317,Status,resourceful,resourceful,ADJECTIVE,1,high,resourceful.s.01,having inner resources; adroit or imaginative,someone who is resourceful is capable of dealing with difficult situations,,True
318,Status,eminent,eminent,ADJECTIVE,1,high,eminent.s.01,standing above others in quality or position,people in high places,,False
319,Status,eminent,eminent,ADJECTIVE,2,high,eminent.s.02,of imposing height; especially standing out above others,an eminent peak,,True
320,Status,low,low,ADJECTIVE,7,low,humble.s.01,low or inferior in station or quality,a humble cottage,,False
321,Status,respected,respected,ADJECTIVE,1,high,respected.s.01,receiving deferential regard,a respected family,,True
322,Status,disreputable,disreputable,ADJECTIVE,1,low,disreputable.a.01,lacking respectability in character or behavior or appearance,"he was heavy, grubby, and vaguely disreputable",reputable.a.01,True
323,Politics,traditional,traditional,ADJECTIVE,1,high,traditional.a.01,consisting of or derived from tradition,traditional history,nontraditional.a.01,True
324,Politics,traditional,traditional,ADJECTIVE,2,high,traditional.s.02,pertaining to time-honored orthodox doctrines,the simple security of traditional assumptions has vanished,,True
325,Politics,modern,modern,ADJECTIVE,1,low,modern.a.01,belonging to the modern era; since the Middle Ages,modern art,nonmodern.a.01,True
326,Politics,modern,modern,ADJECTIVE,3,low,modern.s.03,characteristic of present-day art and music and literature and architecture,the pace of modern life,,True
327,Politics,modern,modern,ADJECTIVE,4,low,advanced.s.03,ahead of the times,the advanced teaching methods,,False
328,Politics,modern,modern,ADJECTIVE,5,low,modern.s.05,used of a living language; being the current stage in its development,Modern English,,False
329,Politics,conventional,conventional,ADJECTIVE,1,high,conventional.a.01,following accepted customs and proprieties,conventional wisdom,unconventional.a.01,True
330,Politics,conventional,conventional,ADJECTIVE,2,high,conventional.s.02,conforming with accepted standards,a conventional view of the world,,True
331,Politics,conventional,conventional,ADJECTIVE,4,high,conventional.a.04,unimaginative and conformist,conventional bourgeois lives,unconventional.a.02,True
332,Politics,conventional,conventional,ADJECTIVE,6,high,conventional.s.06,in accord with or being a tradition or practice accepted from the past,a conventional church wedding with the bride in traditional white,,True
333,Politics,unconventional,unconventional,ADJECTIVE,1,low,unconventional.a.01,not conforming to accepted rules or standards,her unconventional dress and hair style,conventional.a.01,True
334,Politics,unconventional,unconventional,ADJECTIVE,2,low,unconventional.a.02,not conventional or conformist,unconventional life styles,conventional.a.01,True
335,Politics,alternative,alternative,ADJECTIVE,3,low,alternative.s.03,pertaining to unconventional choices,an alternative life style,,True
336,Politics,conservative,conservative,ADJECTIVE,1,high,conservative.a.01,resistant to change,they were very conservative in their outlook,liberal.a.03,True
337,Politics,conservative,conservative,ADJECTIVE,2,high,conservative.s.02,having social or political views favoring conservatism,they were very conservative in their outlook,,True
338,Politics,liberal,liberal,ADJECTIVE,1,low,broad.s.08,showing or characterized by broad-mindedness,a broad political stance,,False
339,Politics,liberal,liberal,ADJECTIVE,2,low,liberal.s.02,having political or social views favoring reform and progress,they have liberal views on divorce,,True
340,Politics,liberal,liberal,ADJECTIVE,3,low,liberal.a.03,"tolerant of change; not bound by authoritarianism, orthodoxy, or tradition",they have liberal views on divorce,conservative.a.01,True
341,Politics,progressive,progressive,ADJECTIVE,1,low,progressive.a.01,favoring or promoting progress,progressive schools,regressive.a.02,True
342,Politics,progressive,progressive,ADJECTIVE,2,low,progressive.s.02,favoring or promoting reform (often by government action),a progressive decline in popularity,,True
343,Politics,narrow-minded,narrowminded,ADJECTIVE,2,high,narrow-minded.a.02,lacking tolerance or flexibility or breadth of view,a brilliant but narrow-minded judge,broad-minded.a.02,True
344,Politics,narrow-minded,narrowminded,ADJECTIVE,3,high,narrow-minded.s.03,rigidly adhering to a particular sect or its doctrines,it would be narrow-minded not to welcome these developments,,True
345,Politics,open-minded,openminded,ADJECTIVE,1,low,open-minded.s.01,ready to entertain new ideas,an open-minded curiosity,,True
